NAICS_Code,NAICS_Title,NAICS_Description,Hiscox_COB,COB_Group,PL,GL,BOP,Cyber,full_industry_code
339930,"Doll, Toy, and Game Manufacturing",Rocking horses manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Science kits (e.g., chemistry sets, microscopes, natural science sets) manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Scooters, children's, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Sleds, children's, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Strollers, baby, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Structural toy sets manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Stuffed toys (including animals) manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Toy furniture and household-type equipment manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Toys manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Trains and equipment, toy, electric or mechanical, manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Tricycles (except metal) manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Vehicles, children's (except bicycles and metal tricycles), manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Video game devices manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing",Video game machines (except coin- or card-operated) manufacturing,OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Wagons, children's (e.g., coaster, express, and play), manufacturing",OOA,     ,No,No,No,No,0
339930,"Doll, Toy, and Game Manufacturing","Walkers, baby (vehicles), manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Artist's paint manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Artist's supplies (except paper) manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Ball point pens manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Blackboards, framed, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Branding irons (i.e., marking irons) manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Brushes, artists', manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Canvas board, artist's, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Canvas, artist's, prepared on frames, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Carbon paper manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Chalk (e.g., artist's, blackboard, carpenter's, marking, tailor's), manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Chalkboards, framed, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Clay, modeling, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Crayons manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Date stamps, hand operated, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Drafting materials (except instruments and tables) manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Easels, artists', manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Embossing stamps manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Felt tip markers manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Fountain pens manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Frames for artist's canvases (i.e., stretchers) manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Hand operated stamps (e.g., canceling, postmark, shoe, textile marking) manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Holepunchers, hand operated, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Inked ribbons manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Label making equipment, handheld, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,List finders and roledex address files manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Marker boards (i.e., whiteboards) manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Marking devices manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Mechanical pencil refills manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Mechanical pencils manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Metal hand stamps manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Modeling clay manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Nibs (i.e., pen points) manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Paints, artist's, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Palettes, artist's, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Paper cutters, office-type, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Paper, carbon, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Paper, stencil, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Pen refills and cartridges manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Pencil leads manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Pencil sharpeners manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Pencils manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Pens manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Ribbons (e.g., cash register, printer, typewriter), inked, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Ribbons, inked, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Rubber stamps manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Seal presses (e.g., notary), hand operated, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Stamp pads manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Stamping devices, hand operated, manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Staple removers manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Staplers manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Stencil paper manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Stencils for painting and marking (e.g., cardboard, metal) manufacturing",OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Tape dispensers manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,Typewriter ribbons manufacturing,OOA,     ,No,No,No,No,0
339940,Office Supplies (except Paper) Manufacturing,"Water colors, artist's, manufacturing",OOA,     ,No,No,No,No,0
339950,Sign Manufacturing,Billboards manufacturing,OOA,     ,No,No,No,No,0
339950,Sign Manufacturing,"Displays (e.g., counter, floor, point-of-purchase) manufacturing",OOA,     ,No,No,No,No,0
339950,Sign Manufacturing,Electrical signs manufacturing,OOA,     ,No,No,No,No,0
339950,Sign Manufacturing,Letters for signs manufacturing,OOA,     ,No,No,No,No,0
339950,Sign Manufacturing,Neon signs manufacturing,OOA,     ,No,No,No,No,0
339950,Sign Manufacturing,Scoreboards manufacturing,OOA,     ,No,No,No,No,0
339950,Sign Manufacturing,"Signs and signboards (except paper, paperboard) manufacturing",OOA,     ,No,No,No,No,0
339950,Sign Manufacturing,"Traffic (e.g., highway, road, street, bridge) signs manufacturing",OOA,     ,No,No,No,No,0
339991,"Gasket, Packing, and Sealing Device Manufacturing ",Coaxial mechanical face seals manufacturing,OOA,     ,No,No,No,No,0
339991,"Gasket, Packing, and Sealing Device Manufacturing ",Compression packings manufacturing,OOA,     ,No,No,No,No,0
339991,"Gasket, Packing, and Sealing Device Manufacturing ","Gasket, packing, and sealing devices manufacturing",OOA,     ,No,No,No,No,0
339991,"Gasket, Packing, and Sealing Device Manufacturing ",Gaskets manufacturing,OOA,     ,No,No,No,No,0
339991,"Gasket, Packing, and Sealing Device Manufacturing ",Grease seals manufacturing,OOA,     ,No,No,No,No,0
339991,"Gasket, Packing, and Sealing Device Manufacturing ",Molded packings and seals manufacturing,OOA,     ,No,No,No,No,0
339991,"Gasket, Packing, and Sealing Device Manufacturing ",Oil seals manufacturing,OOA,     ,No,No,No,No,0
339991,"Gasket, Packing, and Sealing Device Manufacturing ","Seals, grease or oil, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Accordions and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Autophones (organs with perforated music rolls) manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Banjos and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Bassoons manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Bells (musical instruments) manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Calliopes (steam organs) manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Cellos and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Chimes and parts (musical instruments) manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Clarinets and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Cornets and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Cymbals and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Drums (musical instruments), parts, and accessories manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Electric musical instruments manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Flutes and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Fretted instruments and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Guitars and parts, electric and nonelectric, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Hammers, piano, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Harmonicas manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Harps and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Harpsichords manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Instruments, musical, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Keyboards, piano or organ, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Knobs, organ, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Mandolins manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Mouthpieces for musical instruments manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Music rolls, perforated, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Musical instrument accessories (e.g., mouthpieces, reeds, stands, traps) manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Musical instruments (except toy) manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Oboes manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Ocarinas manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Octophones manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Percussion musical instruments manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Piano parts and materials (except piano hardware) manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Piccolos and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Pipes, organ, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Reeds, musical instrument, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Saxophones and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Strings, musical instrument, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,"Synthesizers, music, manufacturing",OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Trombones and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Trumpets and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Tuning forks manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Ukuleles and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Vibraphones manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Violas and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Violins and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Xylophones and parts manufacturing,OOA,     ,No,No,No,No,0
339992,Musical Instrument Manufacturing ,Zithers and parts manufacturing,OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ",Buckles and buckle parts (including shoe) manufacturing,OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ","Buttons (except precious metal, precious stones, semiprecious stones) manufacturing",OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ",Cuff links (except precious) manufacturing,OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ","Eyelets, metal, manufacturing",OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ","Fasteners (e.g., glove, hook and eye, slide, snap) manufacturing",OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ",Hairpins (except rubber) manufacturing,OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ","Hook and eye fasteners (i.e., sewing accessories) manufacturing",OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ","Needles (except hypodermic, phonograph, styli) manufacturing",OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ",Pins (except precious) manufacturing,OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ",Safety pins manufacturing,OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ","Slide fasteners (i.e., zippers) manufacturing",OOA,     ,No,No,No,No,0
339993,"Fastener, Button, Needle, and Pin Manufacturing ","Zippers (i.e., slide fasteners) manufacturing",OOA,     ,No,No,No,No,0
